Date,NVDA,AAPL,MSFT,AMZN,TSLA,META,WMT,GOOGL,GOOG,AVGO,COST,NFLX,MU,PLTR,AMD,CSCO,AMAT,LRCX,TMUS,LIN,INTC,PEP,KLAC,AMGN,TXN,GILD,ISRG,ADI,HON,QCOM,BKNG,PANW,APP,INTU,ASML,VRTX,CMCSA,SBUX,CEG,ADBE,CRWD,WDC,MELI,MAR,MRVL,STX,ADP,REGN,ORLY,CDNS,CSX,SNPS,MDLZ,AEP,MNST,ROST,PDD,WBD,CTAS,DASH,PCAR,FTNT,BKR,FANG,MPWR,ABNB,FAST,EA,ADSK,EXC,NXPI,XEL,IDXX,ALNY,PYPL,CCEP,ODFL,MSTR,DDOG,TTWO,ROP,KDP,INSM,MCHP,AXON,PAYX,GEHC,CPRT,CTSH,WDAY,CHTR,KHC,VRSK,DXCM,ZS,ARM,CSGP,TEAM
2025-08-14,181.99,232.34,519.46,230.98,335.58,780.30,100.20,202.48,203.36,309.46,972.68,123.06,125.11,181.02,180.95,68.15,187.10,106.86,247.01,472.78,23.86,144.46,950.50,283.95,190.75,116.76,477.08,233.72,202.37,155.40,218.10,173.55,433.34,705.86,752.88,390.30,29.81,91.20,325.01,348.58,424.86,76.05,2319.80,264.73,78.89,154.56,295.75,563.73,101.50,348.92,35.95,616.36,59.89,111.10,64.20,146.34,114.74,11.78,219.88,247.44,97.85,77.25,42.88,138.98,844.20,124.64,48.17,178.48,283.75,43.89,228.27,70.75,653.95,442.73,69.01,89.24,150.32,372.94,124.52,233.16,521.69,33.74,127.75,64.57,749.83,134.77,73.56,46.86,68.41,221.92,263.20,26.38,266.01,79.96,270.99,140.55,87.97,164.39
2025-08-15,180.42,231.15,517.17,231.03,330.56,783.39,99.59,203.44,204.45,304.59,969.34,123.89,120.69,177.17,177.51,65.10,160.78,99.03,251.28,475.20,24.56,146.19,870.45,289.99,191.60,116.12,480.26,229.19,202.09,155.16,216.89,177.09,438.68,711.92,739.87,392.79,30.31,89.37,321.04,354.85,427.90,74.88,2392.30,263.39,76.05,153.27,295.86,578.11,101.54,349.88,35.92,617.91,60.50,110.24,64.64,145.90,118.95,11.85,215.54,248.00,96.41,79.11,42.44,138.43,821.98,125.10,48.36,174.15,286.73,43.82,225.55,70.30,650.84,448.91,68.86,89.28,150.35,366.32,127.25,232.18,526.34,33.89,127.80,64.30,754.24,135.52,73.30,47.08,69.04,226.09,267.80,26.40,266.17,80.95,274.97,138.91,89.66,167.00
2025-08-18,181.98,230.45,514.11,231.49,335.16,765.57,100.29,203.04,203.83,304.02,976.63,124.51,123.37,174.03,176.14,65.84,162.54,98.41,251.82,473.65,23.66,145.37,880.77,286.23,191.36,115.75,481.28,229.11,201.74,156.19,219.98,176.17,438.54,712.38,745.24,389.88,30.29,91.29,321.97,357.24,426.34,76.10,2364.01,264.45,76.60,157.51,296.70,572.50,101.39,356.25,35.60,625.33,60.26,108.97,64.12,145.03,118.34,11.82,213.28,253.34,96.57,80.76,42.51,137.74,845.69,125.49,48.59,168.66,289.65,43.25,228.73,70.58,637.86,456.87,69.16,88.38,149.67,363.60,129.07,232.55,528.96,33.76,127.27,64.15,791.62,134.85,73.07,47.36,69.44,231.85,266.81,26.02,264.02,80.82,277.03,141.06,88.16,169.17
2025-08-19,175.61,230.12,506.83,228.01,329.31,749.72,100.88,201.12,202.03,293.23,978.13,121.42,121.87,157.75,166.55,65.65,161.24,99.85,254.82,475.04,25.31,147.90,873.48,289.09,192.95,115.74,479.20,228.01,202.06,153.59,222.05,181.56,412.60,696.31,741.32,390.76,30.71,89.70,316.45,361.03,418.60,75.67,2342.94,264.96,71.93,156.75,299.71,570.38,103.06,346.88,36.12,612.79,61.06,110.90,63.99,146.84,119.07,11.56,215.42,248.37,97.63,78.09,42.59,137.19,840.21,126.00,49.37,170.17,289.24,43.98,226.03,71.57,636.71,458.28,68.68,88.99,153.99,336.57,128.99,228.36,529.27,34.28,127.21,63.32,758.29,136.26,73.87,47.81,70.19,229.79,267.01,26.40,269.30,80.90,274.92,134.01,88.95,166.21
2025-08-20,175.37,225.58,502.80,223.81,323.90,745.97,102.15,198.87,199.74,289.51,991.81,121.39,117.04,156.01,165.20,65.99,159.99,98.67,255.60,477.46,23.54,146.51,875.83,289.97,197.70,116.48,480.45,242.29,202.30,152.79,224.26,184.43,412.38,694.45,747.18,394.36,30.16,88.30,313.43,353.43,419.17,75.46,2335.98,261.73,71.09,157.21,302.96,589.56,104.00,345.45,35.60,601.13,61.56,111.78,64.39,145.32,118.00,11.54,215.71,243.82,96.37,79.61,42.49,136.11,821.78,124.96,49.01,170.82,288.63,44.11,225.54,71.52,639.85,458.31,67.72,91.06,149.45,344.37,128.46,228.67,537.15,34.28,129.45,65.32,760.89,136.13,73.77,47.61,69.83,227.49,266.62,26.16,269.14,81.67,273.80,131.16,88.25,166.55
2025-08-21,174.95,224.47,502.15,221.95,320.11,737.37,97.56,199.30,200.17,287.95,966.99,120.62,115.62,156.18,163.71,65.91,159.33,97.94,254.76,475.83,23.50,144.81,869.80,289.30,197.64,113.94,469.88,244.35,202.69,151.51,227.08,183.32,418.76,693.06,733.13,397.46,30.44,87.36,311.74,353.43,414.06,74.48,2337.44,261.15,71.08,153.44,298.95,596.69,102.87,347.57,35.48,598.17,61.34,111.37,64.36,144.59,122.96,11.59,215.10,245.18,95.74,77.75,43.09,136.24,816.28,126.43,48.62,171.04,286.06,43.88,220.77,71.51,633.05,467.55,67.19,89.77,148.97,337.58,129.15,227.87,523.66,34.30,132.60,64.68,763.51,135.67,73.05,47.68,70.41,227.58,267.98,26.24,270.20,80.62,270.35,133.28,88.36,164.59
2025-08-22,177.96,227.33,505.13,228.84,340.01,753.02,96.44,205.63,206.26,292.32,955.88,120.46,117.51,158.74,167.76,66.20,161.97,99.60,248.63,476.78,24.80,145.46,867.69,289.63,202.91,112.59,476.16,249.54,207.74,155.32,227.49,185.88,441.68,658.20,752.56,395.12,30.94,87.18,309.39,362.09,420.55,76.78,2430.62,272.65,72.86,158.02,301.90,588.03,102.31,349.63,34.20,606.52,61.79,112.24,62.84,146.21,127.11,12.05,214.58,247.32,99.63,80.02,44.38,141.45,839.41,129.92,49.85,170.89,290.23,44.19,231.51,72.58,645.55,454.38,69.53,88.93,158.30,358.13,131.22,229.03,533.49,34.24,131.88,68.12,766.24,138.03,75.12,48.96,71.69,221.27,277.58,26.77,269.35,82.26,272.52,137.92,91.22,170.79
2025-08-25,179.78,226.73,502.17,227.94,346.60,751.53,95.68,208.02,208.69,292.55,938.97,121.81,116.25,157.17,163.36,66.02,161.47,100.79,248.42,472.99,24.55,144.06,876.94,284.46,202.82,111.98,468.44,251.81,205.67,153.76,226.80,184.55,450.68,652.54,752.13,388.94,30.82,84.65,309.91,363.21,418.83,79.03,2407.74,267.45,72.81,162.77,297.87,570.98,102.47,345.19,32.45,597.00,60.38,111.25,62.30,146.41,128.21,12.04,210.87,245.28,98.66,77.64,44.05,143.42,833.31,128.15,49.73,172.25,285.34,43.84,233.33,71.38,641.35,443.64,69.11,88.25,154.66,343.20,128.38,231.83,526.99,30.30,128.32,67.54,763.52,135.76,74.49,48.39,71.48,223.39,273.44,26.42,265.39,75.96,269.66,137.78,90.51,168.67
2025-08-26,181.74,228.87,499.96,228.71,351.67,752.33,95.66,206.67,207.48,296.31,938.73,122.61,116.33,160.87,166.62,67.25,163.98,103.13,247.89,477.02,24.35,142.89,885.46,285.55,202.83,112.57,474.26,252.93,207.49,156.46,226.88,184.23,469.33,655.10,760.84,387.18,30.52,85.46,315.79,354.91,417.60,79.52,2405.53,266.70,74.12,164.00,297.49,586.21,103.18,344.03,32.06,596.00,60.47,110.87,62.12,147.28,123.91,11.80,211.99,248.79,98.40,77.65,44.07,142.13,846.02,126.89,49.43,171.72,282.45,43.66,234.46,70.90,641.72,451.20,69.81,87.89,153.67,351.36,126.31,230.82,521.18,28.21,132.17,66.62,769.02,135.31,73.99,48.65,71.01,222.88,266.67,26.43,266.62,76.12,267.68,140.26,89.37,164.25
2025-08-27,181.57,230.05,504.64,229.12,349.60,745.63,95.69,207.01,207.74,298.54,946.89,122.35,117.58,156.72,167.13,67.30,163.86,103.17,248.05,477.80,24.85,143.51,886.25,283.96,202.33,111.76,471.15,252.81,206.26,157.05,223.30,187.61,462.94,658.71,767.62,389.08,30.63,86.47,315.16,356.35,422.61,80.47,2413.43,268.52,74.65,165.99,297.13,585.52,104.05,346.88,32.19,603.17,60.19,111.13,61.73,149.23,122.22,12.15,212.20,245.65,99.57,78.13,44.40,145.19,861.61,129.85,49.67,172.28,285.95,43.63,234.31,71.22,640.86,454.18,69.28,87.15,153.02,342.06,131.73,232.03,525.37,28.96,134.53,65.67,769.68,135.91,74.16,48.61,71.63,229.71,269.15,26.61,266.01,76.38,273.07,140.66,89.45,171.88
2025-08-28,180.14,232.12,507.53,231.60,345.98,749.35,95.72,211.16,211.89,306.89,942.34,123.14,121.82,158.12,168.58,68.28,164.74,103.59,247.26,477.25,24.93,142.87,891.34,281.64,200.97,110.42,473.84,251.57,206.36,158.06,224.75,191.02,483.75,663.70,761.10,392.05,30.42,86.83,318.76,353.96,442.00,81.84,2472.29,269.09,77.08,171.09,298.12,578.19,103.99,354.29,32.30,612.17,59.72,110.04,62.02,148.00,122.22,12.06,207.34,247.33,98.82,79.29,45.18,147.27,853.80,130.46,49.65,170.67,288.49,43.01,235.69,70.71,647.03,452.33,69.69,87.44,148.92,338.84,140.96,234.90,523.31,28.54,134.97,64.29,781.90,135.98,73.62,48.75,71.05,228.50,263.63,26.37,264.51,75.08,280.42,142.55,90.33,176.78
2025-08-29,174.15,231.70,504.59,229.00,333.87,736.97,96.58,212.43,213.05,295.69,940.70,120.82,118.84,156.71,162.63,67.94,160.25,99.67,249.55,473.43,24.35,144.49,869.41,283.71,199.39,110.83,473.30,248.66,204.63,157.99,222.64,190.52,478.59,662.51,740.33,391.02,30.78,87.00,307.22,356.70,423.70,80.14,2472.91,266.71,62.75,166.15,298.07,579.28,103.68,350.43,32.28,603.52,59.88,109.29,62.41,146.12,120.22,11.64,209.05,245.25,98.14,78.77,45.02,146.86,831.22,130.53,49.13,171.63,314.70,42.93,231.53,70.75,647.09,446.51,69.82,87.47,150.18,334.41,136.68,233.27,523.03,28.34,136.10,64.04,747.29,136.70,73.63,48.81,71.57,230.82,265.58,27.08,266.43,75.34,277.05,138.31,89.49,177.78
2025-09-02,170.75,229.28,503.03,225.34,329.36,733.39,97.45,210.87,211.51,296.54,936.21,121.41,118.31,157.09,162.32,66.67,157.07,96.56,253.41,469.32,24.21,146.08,843.84,282.93,196.76,110.57,469.07,246.67,202.86,156.08,218.92,190.52,481.73,657.54,723.61,401.00,30.92,88.56,306.43,345.63,413.50,81.71,2379.76,263.35,64.48,169.22,293.88,576.48,103.19,342.81,31.97,592.01,60.22,108.37,62.67,150.18,121.69,11.62,204.55,244.10,97.04,76.93,44.98,147.95,819.17,127.59,48.67,171.13,319.16,42.63,229.37,70.51,639.45,447.00,68.88,86.07,149.12,341.62,134.69,240.95,515.76,28.17,145.30,62.66,743.59,133.27,71.50,48.48,71.11,228.89,264.42,25.19,263.33,74.30,274.57,132.34,88.12,172.68
2025-09-03,170.59,238.02,503.26,225.99,334.09,735.32,99.03,230.14,230.58,300.67,947.14,122.62,118.55,154.90,162.13,66.55,155.75,97.27,250.21,466.99,24.00,144.48,841.39,279.90,192.75,110.84,441.18,242.93,199.51,154.60,222.00,191.53,487.35,664.18,734.55,396.62,30.71,86.07,307.71,348.50,413.20,85.79,2373.12,263.94,62.19,175.00,292.99,562.42,103.84,347.32,32.06,592.12,59.74,108.31,63.51,149.67,124.39,11.92,204.65,248.83,94.45,76.58,44.62,140.48,823.06,124.90,48.99,167.54,317.51,42.64,224.98,70.79,633.95,447.43,69.27,85.32,147.61,330.26,132.60,238.86,520.86,28.34,143.50,62.35,725.29,132.95,72.28,48.12,71.15,233.43,261.22,26.07,266.75,78.92,270.58,131.42,87.86,170.68
2025-09-04,171.63,239.32,505.87,235.68,338.53,746.90,100.52,231.78,232.14,304.35,953.25,125.75,124.03,156.14,161.79,66.86,157.73,99.94,249.68,469.08,24.61,142.78,870.70,276.20,184.43,110.63,454.52,244.48,200.59,157.88,222.12,192.35,499.97,663.79,751.10,396.93,30.76,85.83,308.29,344.31,412.46,90.37,2417.80,267.70,63.98,182.60,295.27,565.83,105.04,349.33,32.43,601.96,59.35,106.94,63.45,151.73,123.87,11.77,205.87,248.78,96.40,76.44,45.93,140.92,843.50,125.37,49.73,167.71,319.93,42.60,222.21,70.61,640.44,453.54,68.10,86.06,148.31,327.59,131.78,240.65,523.83,28.50,142.53,63.48,730.16,134.61,74.02,49.97,70.78,231.13,259.51,26.10,268.35,80.76,268.25,135.48,89.10,168.08
2025-09-05,166.99,239.23,492.95,232.33,350.84,750.69,100.10,234.47,234.64,332.98,960.81,124.38,131.18,153.11,151.14,65.79,162.23,102.46,250.31,466.23,24.49,143.69,902.40,279.69,185.06,112.87,466.86,245.43,199.74,158.01,219.31,194.46,490.24,668.29,779.29,396.12,30.73,84.27,300.83,348.97,417.63,91.92,2417.49,263.57,63.21,186.75,290.15,571.97,104.84,351.01,32.30,598.14,60.17,106.42,62.46,149.89,124.68,12.11,203.54,246.85,97.22,78.83,45.19,136.94,861.16,123.81,47.48,168.30,326.37,42.69,223.54,71.04,642.99,452.00,67.90,87.49,150.20,335.87,136.08,239.68,515.21,27.91,145.10,64.95,728.41,132.76,75.63,48.57,71.15,231.08,261.50,26.42,268.61,80.51,274.20,138.17,89.46,172.43
2025-09-08,168.28,237.43,496.14,235.84,346.40,750.54,101.86,233.72,233.84,343.68,969.15,124.48,131.27,156.10,151.41,65.77,161.53,104.57,240.55,471.31,24.48,139.09,906.28,276.29,182.98,113.68,470.00,247.33,200.20,158.41,221.86,197.38,547.04,667.16,793.79,395.25,30.81,83.03,298.08,358.66,428.06,93.17,2346.96,266.92,65.88,187.82,292.56,557.07,106.40,360.64,32.20,609.08,60.36,105.87,63.02,150.50,125.03,12.35,201.83,250.60,96.44,80.36,45.25,135.53,859.62,124.62,47.68,167.74,326.79,42.29,222.31,70.13,652.83,455.03,68.04,88.70,150.60,329.90,136.44,248.78,520.17,26.92,146.68,64.34,740.61,132.75,78.06,48.75,70.52,231.81,263.88,26.04,271.31,78.00,281.60,139.14,88.06,172.70
2025-09-09,170.73,233.90,496.35,238.24,346.97,763.91,101.87,239.30,239.61,334.75,976.53,126.32,135.04,162.36,155.82,66.22,162.98,105.06,240.37,470.12,24.44,140.46,915.00,276.07,182.20,113.56,467.54,246.53,199.69,156.85,221.94,197.55,558.17,666.38,802.65,396.48,30.51,82.68,300.07,354.06,423.51,94.42,2373.01,262.87,66.71,190.16,291.40,555.17,106.92,361.77,31.98,604.37,60.98,106.67,63.35,148.39,126.06,12.26,201.12,256.53,95.73,79.84,45.07,134.55,853.21,123.81,47.39,165.73,325.19,42.35,220.53,70.39,655.60,482.13,67.32,90.02,147.72,328.53,140.46,247.86,516.43,26.90,147.20,63.81,731.98,131.75,78.60,48.07,70.11,230.73,263.35,25.82,266.97,78.40,282.29,140.80,88.14,182.36
2025-09-10,177.30,226.36,498.30,230.33,347.79,750.22,100.00,238.85,239.24,367.46,953.64,124.77,139.80,166.74,159.54,67.00,162.90,106.84,238.05,469.39,24.77,140.03,929.86,274.63,181.20,113.06,449.98,245.57,197.36,157.13,218.08,197.33,567.12,651.84,790.69,388.55,30.34,81.76,319.21,350.16,424.87,94.90,2348.99,261.30,66.97,191.60,286.64,554.47,105.11,338.53,31.83,387.78,60.68,106.65,62.83,148.59,124.68,12.54,200.46,257.43,96.84,79.48,46.52,137.86,850.53,123.41,47.46,169.95,323.80,42.58,216.18,70.68,637.95,469.31,65.29,87.43,145.82,326.45,139.13,244.04,510.03,26.74,145.93,63.79,747.55,130.44,75.89,48.52,68.51,226.48,263.00,25.80,261.11,76.00,278.79,154.14,86.30,174.32
2025-09-11,177.15,229.59,498.94,229.95,368.81,749.14,102.23,240.04,240.45,357.58,961.64,120.35,150.35,164.36,155.67,66.56,169.61,115.02,239.05,480.20,24.61,141.57,956.43,278.80,181.53,115.62,455.85,246.59,200.73,159.66,219.00,198.33,571.31,656.08,801.68,397.37,30.26,81.25,317.21,350.55,433.38,96.03,2338.20,266.79,66.46,195.34,292.17,566.81,107.82,354.70,32.62,438.10,60.47,107.04,63.80,150.44,125.72,16.17,203.54,260.19,99.88,80.89,46.57,136.66,835.81,123.05,46.83,169.57,324.52,42.76,220.06,71.20,645.16,468.58,66.91,88.65,148.90,326.02,139.15,246.54,514.16,26.88,145.79,64.06,751.11,132.78,77.86,48.90,69.89,226.67,263.92,25.67,264.56,76.00,286.66,154.70,87.06,176.71
2025-09-12,177.80,233.62,507.79,228.15,395.94,753.82,103.07,240.47,241.05,357.82,965.21,118.84,157.00,171.43,158.57,65.42,167.26,116.40,239.38,478.66,24.08,140.88,961.16,272.54,179.81,112.38,449.68,243.58,197.14,159.98,217.42,196.29,582.00,641.68,811.36,394.53,29.96,80.79,322.68,349.36,436.10,97.53,2339.36,265.36,67.22,194.52,289.23,558.63,107.50,343.48,32.24,425.45,60.40,107.75,64.69,147.25,125.44,18.87,201.42,257.98,100.62,79.68,46.10,135.14,829.61,122.55,46.94,172.06,319.05,42.64,215.73,71.69,641.14,465.89,66.53,88.31,144.40,331.44,136.50,246.26,509.34,26.53,145.93,63.75,756.13,132.44,76.34,48.40,68.52,223.39,263.40,25.30,260.55,76.22,283.19,150.64,86.80,174.87
2025-09-15,177.73,236.25,513.23,231.43,410.04,762.91,103.27,251.27,251.42,362.01,957.44,120.23,157.54,171.21,161.16,65.91,170.38,118.64,237.42,473.39,24.77,138.04,985.97,270.58,175.48,111.17,433.99,243.29,197.40,159.38,221.46,201.28,593.14,646.95,864.62,393.21,29.56,81.56,329.60,347.10,444.77,102.26,2335.82,264.00,67.30,209.54,286.63,571.19,106.30,351.52,32.27,419.20,60.03,107.40,64.35,146.40,127.39,19.46,198.77,258.09,100.29,81.00,45.89,132.82,845.09,120.37,47.25,171.45,321.07,42.69,216.17,71.96,643.99,461.14,66.75,87.32,144.76,327.79,138.65,247.25,502.08,26.06,143.14,62.24,760.79,129.36,77.66,47.60,67.95,222.75,260.72,24.81,253.91,75.58,285.66,153.86,88.97,173.87
2025-09-16,174.86,237.70,506.93,234.05,421.62,777.17,103.00,250.82,251.08,357.95,949.43,120.05,158.59,170.26,160.46,65.82,172.98,119.89,235.32,468.17,25.27,137.45,987.63,269.28,174.92,109.51,434.50,242.48,196.66,162.26,218.08,201.34,603.80,646.92,875.71,391.36,29.26,83.23,322.11,352.73,444.98,102.96,2390.14,266.74,68.73,209.55,284.49,573.65,105.39,349.01,32.24,425.97,61.10,105.17,66.16,145.81,129.06,18.25,198.36,263.09,100.96,79.78,46.83,136.66,852.36,121.66,46.75,171.76,318.51,42.00,217.87,71.03,645.65,461.24,66.49,87.38,146.52,335.09,134.59,247.73,499.31,26.27,144.75,63.50,750.67,129.02,77.38,46.57,68.52,219.01,261.08,25.10,250.67,76.55,281.96,153.85,88.13,172.04
2025-09-17,170.27,238.54,507.91,231.62,425.86,773.90,103.84,249.19,249.51,344.20,960.36,122.85,159.76,168.33,159.16,66.59,177.56,121.31,237.13,476.50,24.90,138.62,986.93,270.89,177.55,110.89,433.66,244.69,197.34,163.37,221.22,203.12,606.66,658.22,869.58,387.15,29.38,82.09,320.48,362.07,445.50,100.81,2446.32,260.93,70.85,211.76,284.54,584.06,104.55,347.27,32.54,425.40,61.23,105.84,66.52,146.02,134.86,17.99,199.04,259.25,99.00,80.29,46.09,138.68,872.89,123.20,46.62,173.26,319.28,42.49,219.76,70.97,640.86,451.73,68.26,89.11,141.31,329.71,134.23,250.52,506.47,26.56,144.78,64.81,751.81,129.84,76.53,46.62,69.37,234.88,268.02,24.91,248.54,76.44,279.46,153.37,87.87,172.25
2025-09-18,176.22,237.43,506.34,231.23,416.85,778.42,103.18,251.69,251.99,343.38,949.72,120.78,168.65,176.97,157.92,67.54,189.15,125.71,236.52,472.67,30.57,138.13,1043.58,271.99,178.85,112.24,435.83,247.40,195.96,166.21,216.80,205.68,621.52,670.42,924.94,387.11,28.67,82.29,321.91,367.46,502.63,105.02,2476.37,262.82,74.09,215.02,286.71,597.24,103.69,364.88,33.20,480.11,61.64,104.78,64.64,145.45,132.96,18.70,198.58,268.07,99.55,80.99,46.88,138.85,912.79,125.47,46.72,172.84,323.04,42.37,224.34,71.09,655.51,452.17,68.16,87.72,141.91,349.12,136.81,249.74,505.84,26.50,145.86,65.28,766.47,128.52,73.90,45.46,69.60,233.50,262.17,25.25,244.20,75.78,291.11,146.54,89.26,169.63
2025-09-19,176.65,245.03,515.79,231.48,426.07,776.56,101.91,254.37,254.89,342.97,948.52,122.70,162.49,182.39,157.39,67.08,189.49,126.31,235.86,475.65,29.58,139.14,1041.71,281.44,176.63,112.70,438.72,243.70,195.19,164.94,216.87,208.19,649.59,683.29,929.27,383.12,28.62,83.42,330.08,365.90,502.55,106.49,2452.34,267.37,74.12,219.57,287.75,590.54,103.93,373.35,32.75,495.50,62.09,105.39,64.13,145.54,129.47,19.33,199.19,265.29,97.63,84.21,46.94,137.89,911.38,127.04,47.07,172.76,322.67,42.67,221.90,71.03,656.16,453.56,67.86,88.54,140.37,344.75,138.82,250.85,501.48,26.41,144.76,64.19,774.53,127.43,74.81,45.85,66.31,233.62,262.55,25.58,242.35,67.45,294.27,142.91,87.10,169.05
2025-09-22,183.59,255.59,512.32,227.63,434.21,763.88,102.40,252.19,252.54,337.44,940.64,122.74,164.38,179.33,159.79,66.62,199.88,131.56,235.14,474.41,28.76,138.43,1068.07,282.02,176.88,111.12,444.55,245.70,194.84,167.78,217.37,208.18,643.50,697.37,954.84,383.13,28.53,84.14,346.26,364.08,493.14,112.27,2460.66,262.97,75.39,227.61,289.38,594.22,103.45,373.37,32.97,514.79,61.88,105.38,63.98,144.04,128.57,19.61,201.64,262.75,95.28,85.01,47.27,137.06,917.80,125.44,46.62,173.09,324.39,42.66,223.57,71.27,644.10,458.92,67.32,87.17,138.46,335.93,138.35,251.64,506.45,25.28,145.03,64.44,775.92,127.82,74.67,45.38,67.52,242.66,266.13,25.54,243.06,69.51,291.57,144.48,86.31,170.63
2025-09-23,178.41,253.95,507.12,220.71,425.85,754.14,102.10,251.32,252.00,337.58,940.98,121.85,166.17,182.55,160.90,66.42,200.23,131.30,237.17,476.58,29.34,139.28,1068.02,282.82,179.26,113.01,447.75,245.14,195.13,167.59,219.44,203.25,651.18,694.48,960.54,379.72,28.65,84.53,335.81,361.78,484.10,110.11,2494.35,260.72,74.48,226.42,285.00,566.50,103.73,366.30,33.83,490.32,62.19,106.45,64.48,145.04,128.52,19.56,199.65,265.75,95.95,85.27,48.52,140.37,909.30,123.50,47.48,173.74,324.86,43.47,223.46,71.95,648.38,454.41,66.95,87.99,138.87,327.78,137.49,251.28,500.85,25.82,145.38,63.76,777.58,126.74,74.50,45.28,67.03,240.32,267.04,25.71,241.19,68.20,289.29,140.99,85.31,165.68
2025-09-24,176.95,251.83,508.04,220.21,442.79,759.39,102.31,246.80,247.49,337.95,942.65,120.39,161.48,179.56,160.88,66.20,200.80,127.96,236.09,470.81,31.22,139.55,1065.50,275.33,181.62,112.29,443.99,246.96,194.47,171.57,220.10,200.70,641.92,690.11,944.02,376.62,28.64,83.13,338.29,353.27,476.33,109.55,2510.97,261.02,79.94,222.03,287.25,575.57,103.47,356.96,33.58,468.09,62.75,107.18,64.93,148.77,130.96,19.82,199.10,260.74,95.10,83.60,49.45,142.77,903.51,123.08,47.03,167.04,323.52,43.47,225.48,76.77,627.17,458.37,67.50,88.36,140.58,323.31,136.57,244.12,502.53,25.58,141.00,64.88,698.02,125.73,73.88,45.39,67.72,241.51,263.39,25.89,241.83,67.50,284.42,144.30,84.05,163.83
2025-09-25,177.67,256.38,504.93,218.15,423.39,747.66,102.63,245.46,246.24,334.76,940.69,120.82,156.60,179.12,161.27,66.72,198.96,127.77,235.63,470.46,33.99,137.34,1055.95,267.41,179.26,109.64,438.12,245.89,193.63,167.74,222.10,202.21,639.91,688.02,946.62,381.87,28.65,82.70,325.52,354.16,473.09,107.07,2492.25,259.78,83.65,218.21,284.68,554.15,104.58,351.06,33.55,487.20,60.97,106.18,64.59,148.80,131.01,19.78,201.10,262.08,93.81,83.21,49.68,143.93,886.55,121.75,47.34,168.00,320.17,43.03,224.64,76.10,618.17,449.58,66.39,88.03,139.96,300.70,136.60,245.11,491.94,25.09,135.59,63.88,712.15,124.19,71.40,44.89,66.04,242.75,270.57,24.99,242.94,68.30,286.66,140.65,83.09,162.42
2025-09-26,178.17,254.97,509.34,219.78,440.40,742.51,102.74,246.21,246.84,333.19,913.41,121.06,157.04,177.57,159.46,66.10,203.27,127.97,235.17,471.09,35.50,137.85,1061.13,269.18,181.73,110.74,441.12,245.92,194.09,167.27,220.99,202.37,669.86,693.56,948.58,385.74,28.74,82.26,330.44,360.37,481.42,106.74,2468.42,263.08,83.01,215.88,287.29,562.52,106.10,350.11,33.77,487.76,61.75,107.44,65.34,150.86,129.99,19.51,203.28,262.47,98.65,84.32,50.09,146.36,882.73,123.70,48.18,192.99,322.88,43.34,223.87,78.10,632.22,446.40,66.94,88.12,138.12,309.06,139.07,256.12,496.20,25.07,137.03,63.47,708.84,125.68,72.36,44.87,66.35,246.67,273.40,25.22,245.94,67.10,294.65,139.62,83.99,166.65
2025-09-29,181.83,253.95,512.47,222.17,443.21,742.16,102.66,243.72,244.03,326.59,914.33,120.64,163.66,178.86,161.36,66.59,204.29,130.72,235.65,473.15,34.48,137.58,1060.97,270.16,180.43,111.25,439.22,243.17,195.10,163.41,217.28,203.96,712.36,690.02,959.64,395.31,28.53,84.48,333.44,359.42,488.45,116.59,2501.31,265.68,82.24,227.43,288.40,559.37,107.55,348.52,35.58,481.61,61.03,108.07,66.96,151.19,130.67,18.86,202.95,272.50,98.01,84.65,50.12,141.75,881.77,122.92,48.35,201.67,322.03,43.51,223.94,78.85,630.56,447.49,69.31,88.19,140.56,326.42,145.26,259.96,497.84,25.24,141.65,63.13,716.02,125.99,72.99,44.60,66.45,247.69,276.12,24.88,247.64,66.46,296.90,139.80,84.23,165.31
2025-09-30,186.56,254.15,515.81,219.57,444.72,733.15,102.64,242.77,243.22,328.59,923.06,119.89,167.08,182.42,161.79,67.28,204.08,133.52,237.06,471.67,33.55,137.85,1075.40,278.27,180.92,109.65,447.23,244.07,196.24,164.46,215.07,203.62,718.54,678.31,965.10,391.64,28.47,83.46,328.25,352.75,490.38,119.91,2336.94,259.32,83.91,235.03,289.23,560.89,107.81,351.26,35.26,493.39,61.37,110.74,67.31,151.72,132.17,19.53,204.30,271.99,96.51,84.08,48.31,141.28,917.25,121.42,48.52,201.32,317.67,44.24,225.55,79.45,638.89,456.00,66.70,89.00,140.31,322.21,142.40,258.36,495.58,25.08,144.01,63.27,717.64,124.25,75.00,44.97,66.44,240.73,275.11,25.21,250.36,67.29,299.66,141.49,84.37,159.70
